Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Target
54.57075619631647,30.683383987284017,73.85724826679093,34.46360979747954,-0.9970912329070128,5.708019635570368,436.24195568942577,6.438558753134113,37.0436792483248,-2.726609564336896,502.0064781494227
34.40023840639257,43.16502081012526,81.27437751846142,85.2969147302715,-1.2390227813082877,61.8883136057869,328.44683808564105,1.8931532577903825,15.85746969350054,-2.9426696039897005,190.57292048611268
61.25676793709686,55.4298135279598,100.329841399536,48.929734233945766,-0.2976294200631005,13.69969993563604,427.3305139051066,8.142972347641642,22.23660690123586,-1.6544944943601383,639.0901830292245
64.1084707458682,55.25479397729799,107.07855648761772,30.87023514446134,0.7094991234582252,12.948321804749336,370.2395862360832,8.684036209153088,16.674755177852127,4.076733655109315,680.857199053262
20.73447217019245,4.186152540683807,84.37489884501319,23.631260776356704,0.4447858668440133,8.482274024165644,409.5499337465728,9.226836964939354,15.808623134111984,-2.758592294251976,519.1004813692106
30.467307397065227,43.94817665788924,101.9241095812989,11.51211357643504,2.2070820654636734,34.414850196403094,393.5090340989256,9.458384827206038,14.664320351374592,4.267015862808872,681.7967348430166
51.91760604750928,21.38181547922309,115.198488343486,39.199411765467794,0.02176598550769605,0.7651791005004744,596.295148309729,1.9702951222603624,28.083785735369823,0.4965836061994508,377.0421952749489
45.25636111484626,91.66950780853496,149.0362955940912,18.80491793808657,-0.327441216750634,3.3499001488648705,495.1470522654944,8.939550591605128,18.354738021121516,0.1703628258556078,775.3499806685327
49.74798263743567,97.6579990123334,96.84389051413048,12.160959653533006,-1.1333421031098905,4.248433350125231,607.5452803141893,9.508240172551751,23.726121879001564,1.737807920637307,794.5853247040045
37.2043410863963,29.96468963520691,98.96756711648594,18.238376474866637,1.1804373778973447,6.973994325952935,504.0481484170396,7.217147755172403,29.459580700719616,3.056768430534392,559.9731871547579
63.19096962294243,17.518539725105875,138.18630864948776,35.481721311392505,-0.006061229208251,42.52700542419811,592.8589922964218,2.654662023351319,27.316725823132256,4.576360566437833,441.2452031944677
61.66687903143422,21.95041509483431,86.27085354254761,70.06909611506308,-1.5061397682327318,16.331883798556355,469.7854896562724,4.607539040663879,27.069599558381544,-4.973103822144383,392.26399456234986
50.99046046341824,47.77522553529538,66.89117418094548,15.358900093482104,0.0222606029152695,35.30331554765445,659.4552030542326,1.810992203097516,31.069106793508,-1.0186862191819444,358.33342085601294
66.90861810452049,87.45055991131784,106.25622439147406,64.29391390052658,-0.9957381111270068,43.87808872299758,547.0968178782731,1.0382180093164963,33.04714973217343,-3.2096925689573963,435.2149776927453
57.012640133780685,50.00362149376396,126.90437562719788,59.64340230409971,-0.4256375103498155,5.687377400844338,422.0178879033456,9.280558760342169,18.74132393311525,-3.482499862837068,718.2161658234082
37.11061305675143,5.539206171529765,109.02617837999212,80.55921643734303,0.0061919764426665,10.33668325468543,561.9149601908667,9.751045686144115,27.416013671047292,-3.5297440325739338,614.4941926727864
55.53126176123748,3.988560271314401,97.57460856131884,24.718960677764727,-0.9051780483349908,22.788297573011445,502.70983959085055,9.273636014015135,23.63891714056623,2.0977682891169627,673.1730734209523
35.616760987565016,22.73909456228485,63.79016567162903,73.54141645431793,-0.4876241689563564,23.365402142771448,479.74923178708855,3.285663247030659,24.266623990182936,-4.488590993991482,208.16349542652912
63.17675451960909,84.27712776094289,98.54076886829068,79.18921736384603,-0.744119834113319,0.5071005939383173,509.602128384812,6.589998374498958,17.44262460236395,3.367247192920212,527.1124633501316
49.25111133520621,62.1480557535144,130.82887315790842,88.11873053213895,-0.7172891963202355,8.707906628741556,575.1249734115326,5.497278625353788,22.34025832049957,2.525670676542198,471.9403949437935
47.22706454682109,56.29578537862915,69.14707296151946,74.68394864153265,-1.0080205171315602,5.504402192936517,288.24874163355685,5.4644281442296805,22.88627444859159,-0.9072964057778689,351.8465453246238
39.78605683394088,31.89695925826421,93.8813206549182,19.90145606553469,-0.4827645646031226,2.2568963183980246,464.90595522727466,4.855004397379056,32.15126955047504,-0.7454030194848391,423.26500624045264
68.33812008011046,92.94254050461872,90.31288169604098,85.77032081307446,-0.8946984417739533,17.984433008261963,568.2670714597564,9.470624100569967,19.223482621707294,1.7836241212307176,710.6879697073033
47.682057768967965,33.117824496213245,82.55738573405637,75.19936422430271,0.5865841159758453,5.070373163117999,524.8227265023053,8.118004562491414,13.072725281697624,-4.892287835891548,529.7236592505545
43.57508266755339,83.49444126529467,106.19807511297516,26.98601475637416,0.2008000535302906,18.89978232850305,387.3619010598713,8.621817106625059,24.96949783936505,-1.1286609505408238,666.564450015546
44.71799674267656,89.59035179758841,111.08263103140018,23.215792043703612,1.1947152249907882,15.792694363271856,263.2237629491118,1.3114960788962615,18.71617202945633,-3.198638928908565,404.2423699682348
57.98463778330023,48.33350132161367,110.82067261983592,84.9131320320305,1.8867033904376027,8.21158449235271,670.0926666795821,4.707551504060961,24.30211752045539,-3.192216736592929,430.66139383607424
55.48166096546117,89.42892694807426,75.57975590962188,22.45589008847028,0.6773250139217691,6.614491653881601,481.29179506237057,6.381804385475386,28.30377854422532,0.5059015078451647,569.279196456812
56.19098917393983,27.68032873910471,58.85040764165793,72.16827083272693,0.4495870246333079,1.974625794669821,651.4049508749041,6.928493594817419,24.500922069480872,-2.540713643091441,460.96612802316736
56.46231504511824,65.84334261832758,106.55971091326822,42.42074034105266,0.7403372722948937,0.8844774077576971,579.4962749822714,9.05391794877298,22.84377511975456,-1.2481621924412476,696.4206847671235
82.12471401305692,8.796374852438626,87.3520239629337,67.9044212394207,0.4665888170021589,10.49627147271444,420.638644344314,2.5030262885472263,24.21719548934631,2.173157707372152,391.3269046959117
43.90377475423077,47.39342140923939,145.95780949216964,17.3481104133319,0.0501993454265921,8.870403975228152,249.85662109163383,1.8103304230009265,29.236996145246447,1.206721021550762,468.6842438335984
42.31635906392694,50.43048794677737,147.11274240037366,68.00466301907754,-0.0293258063473986,10.383241103240692,453.7850575805551,9.038789778238264,19.22666556500172,-1.6997723310769928,654.598372665513
37.79340907628183,6.276327793060288,149.76724485990098,50.952910185526434,-1.0216699640620317,14.683902512052986,496.2757633497781,5.559573176334904,28.64240956939243,-4.503973086679758,461.88890386298414
59.23969133863243,0.3725508077620731,76.49722747413217,82.03027082710781,0.8389195543048392,14.69296359445078,545.0660021577603,5.852940068148721,19.977795138630277,-4.733337337180514,389.8298262103664
66.93458439081337,32.47521164408084,114.23422716855234,25.07187337951652,-0.0312948098583301,35.35410866474903,388.91213933541246,9.01000592812497,28.0103525051496,-0.1245389573191477,744.8442167578294
48.29078813517688,58.95305945367628,121.7738129312871,18.74848623800012,1.4495189742906422,37.801160123935375,517.8006583052689,7.748289750761142,17.284549430558243,-0.7846895808223975,672.9053092226458
37.39765284556208,45.52303476511573,118.95885583861003,25.697623878789265,0.9151359035853164,21.042357854836425,517.7641907579822,7.576790403089919,27.71255182578902,2.9644596849124607,614.6852530845115
37.6327817646314,30.17692985194961,91.14005139515352,16.2860293799504,-0.6259516222759774,2.789269961905345,598.5953166261628,2.6742561507622287,24.49064275160009,-4.179749113076072,358.3418398831889
59.75889181737052,99.12000307762511,131.97912257413316,88.4120432689395,1.2466910468987549,11.242685605191898,469.3192986402352,6.592692633187788,25.48277132148105,3.4992846781331477,623.7366856893856
