,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10
0,0.5627389536862814,0.30662287454942055,0.3057606410862671,0.30591668325599153,0.3040132900540952,0.09219962495822492,0.38126310087235044,0.6041113248549796,0.9597504361080833,0.2272924570388815
1,0.3090294503045018,0.43148136993758557,0.36109116240699846,0.9416255844067063,0.2572171569767562,0.9999999999999999,0.18236585102786512,0.09872948040324071,0.154763017177121,0.20568497512078976
2,0.6468371774416241,0.554170692398416,0.5032416784318827,0.48682650372849556,0.4393082042257273,0.22133476934639199,0.3648202294097928,0.7936169007564525,0.3971435705542122,0.3345112978104672
3,0.6827065641842504,0.5524199061778815,0.5535859439015114,0.2609788171244618,0.6341142212997793,0.20919347743042677,0.25947938692213174,0.8537751974314023,0.18581644987707818,0.9076733170673331
4,0.13713823753405846,0.04156112845533996,0.3842205235847773,0.1704499709852966,0.582911487031704,0.13702796237780526,0.3320125422641587,0.9141266110533713,0.15290705206622662,0.22409396527038145
5,0.2595601216733004,0.4393155716688289,0.5151346476156311,0.018890874846811095,0.9237874413140673,0.5560646158249538,0.3024148119042785,0.9398713077214834,0.10942832874067837,0.9267028394575434
6,0.529367008867521,0.21357579545630714,0.6141592529850519,0.3651414664786756,0.5010879514399724,0.012329760021474331,0.6765838959942465,0.10730651446328697,0.61931192896382,0.5496338222575335
7,0.4455803078332731,0.9166899489208707,0.8665835335926383,0.11009290574332958,0.4335417929648426,0.05409548553240699,0.4899513417801417,0.8821846165733997,0.24964877671931812,0.5170095127187943
8,0.5020769767707626,0.9765950729013432,0.4772370783712174,0.02700518547904812,0.2776586707576417,0.06861461171433962,0.6973419819429927,0.9454144845430906,0.4537389145352971,0.6737647442624057
9,0.3443001114637634,0.29943350534104035,0.4930793442314898,0.10300787651857168,0.7252064718622804,0.112656127007359,0.5063751240858583,0.690678903110216,0.6715863877465122,0.8056698175655268
10,0.6711660198772517,0.1749299988532578,0.785644478387037,0.31864893728933064,0.4957054122398377,0.6871464781251668,0.6702437017788136,0.1833979890543594,0.5901668580949762,0.9576394258844518
11,0.6519956509701355,0.21926371071062595,0.39836402280874494,0.7511902024933066,0.20554947597385875,0.2638674321196544,0.44315566896243447,0.4005290216999292,0.5807770928565583,0.0026276641754027774
12,0.5177051542660563,0.4775989772343117,0.253794914502514,0.06699784788243315,0.5011836238819508,0.5704210586642381,0.7931231369910745,0.08959438664640947,0.7327416525324555,0.3980964745574605
13,0.7179274743839063,0.8744862304467355,0.5474514864807848,0.6789671836594511,0.30427502056136246,0.7089782244313194,0.585806012567982,0.0036733290426755605,0.8078990173083704,0.17898085206070746
14,0.5934535425502061,0.4998904579473453,0.7014831789883131,0.6208090210008973,0.41454796246470865,0.09186607333181433,0.3550176824606212,0.9200996799194484,0.26433742570514124,0.15169825654188335
15,0.34312117832472266,0.05509623149709498,0.5681148716017365,0.8823770862072848,0.49807551504806374,0.16699280015240375,0.6131475825694381,0.9724108654882148,0.5939393813591072,0.14697351639574158
16,0.574820417950589,0.03958453886184616,0.482688110585641,0.18405248040348285,0.32179179659950985,0.3681946691572968,0.5039057548705475,0.9193299729458878,0.45042549893209755,0.7097632434094593
17,0.3243311566432535,0.2271531672816751,0.2306619190242621,0.7946141929308635,0.40255805893893937,0.3775199273188898,0.4615401835121861,0.25355598983141736,0.4742757358237258,0.051082261287485775
18,0.6709872189736366,0.842741198193662,0.48989550196986287,0.8652442122628945,0.35294483007414795,0.008159547505826927,0.5166230032647805,0.6209491702896366,0.21499227882912514,0.8367198176256192
19,0.49582721299938987,0.621375789601768,0.730759262352673,0.9769145239125399,0.35813460422725873,0.14067389137853734,0.6375219267735719,0.4994549003378056,0.4010818912927902,0.7525564092065992
20,0.4703682777925207,0.5628333336735741,0.27062353529914474,0.8089024215287067,0.30189926961157043,0.08890943229946008,0.10819467323212612,0.4958024128405657,0.42182822217892973,0.4092362178568501
21,0.3767735376298315,0.3187627232347775,0.4551368116511272,0.12380594385862684,0.4034980384228881,0.0364339672828599,0.4341522372669803,0.42804350826064164,0.7738593145823784,0.42542666391344874
22,0.7359080854960007,0.9294245725338638,0.42851686460740857,0.9475458853018504,0.323818837167262,0.29057047488303067,0.6248681269704579,0.941232133846622,0.28265744077156746,0.678346677726218
23,0.4760912892508892,0.3309754961944165,0.37066218524061856,0.815348082974326,0.6103391200971564,0.08189608850568873,0.5447071611919043,0.7908408524316061,0.04895436789331353,0.01070981562023715
24,0.42443279321060695,0.8349116915677011,0.5470177027641205,0.21240370523664057,0.535718003320046,0.3053613276444921,0.29107248135095903,0.8468573537257178,0.5009820045511746,0.38709824914242064
25,0.4388086344967636,0.8958913713874355,0.5834556582340015,0.16525422044642105,0.7279681953210766,0.2551548331462613,0.0620200453974214,0.03405780738985727,0.26338175848419737,0.180086291677714
26,0.6056795569498489,0.4831836193514246,0.5815014930867597,0.9368260916784252,0.8618175030785025,0.13265397212011923,0.812750763060184,0.41164892800346065,0.475624341634918,0.18072855484010908
27,0.5741965275083696,0.8942765780622752,0.31861025481455907,0.15575107211517744,0.6278908745661173,0.10684703208329377,0.4643864310972801,0.5978010788191876,0.6276707362778746,0.5505656761609572
28,0.583118624074364,0.27658218636267295,0.19381216520137803,0.7774419690242017,0.5838401613625958,0.03187284328020609,0.778269282246852,0.6585848309491495,0.48317808362815323,0.24588332077940867
29,0.586531424516487,0.6583411303272639,0.5497154442594502,0.40542661519639,0.640079156945237,0.01425746527925332,0.6455875969076923,0.8949005746919371,0.420213425301825,0.37514730750739067
30,0.9093190973740106,0.0876789116772702,0.4064293700565421,0.7241193069778064,0.5871287698285177,0.16957153789015547,0.35247278286910694,0.16653833870664225,0.4723976593699299,0.7173027009342386
31,0.4285671593654558,0.4737796473347984,0.8436185514387163,0.09187442650074806,0.5065877355871544,0.14329963684298844,0.03735577661758821,0.0895208064903203,0.6631291048927495,0.6206524214682958
32,0.4086002725139632,0.5041605632076909,0.852234154286274,0.7253729062013723,0.4912054110825441,0.16774511434289216,0.4136326070007495,0.8932185459409604,0.28277837931418676,0.32998320441697393
33,0.351709546795494,0.06246993559445831,0.8720362906586087,0.5121278482449371,0.29925909581360427,0.2372382010454508,0.4920339734941141,0.5063811327952574,0.6405372999835635,0.049543946797872496
34,0.6214659149183059,0.003412239720575761,0.3254544364701326,0.9007737332654824,0.6591476480886636,0.23738461633482902,0.5820588701117195,0.5389991909724252,0.3113181638940237,0.02660595278789385
35,0.7182540844228081,0.3245471987705146,0.6069660288024742,0.18846592049220776,0.4908245523192444,0.5712418092778331,0.29393289039788945,0.8900182076486826,0.6165217731171231,0.48751731713371005
36,0.4837480425634602,0.5894150430722328,0.6632100548453698,0.10938718467916789,0.7772541617013837,0.6107829735439646,0.5317504514293656,0.749734035082796,0.20898608294875037,0.42149773904104104
37,0.3467316321082313,0.4550694680935602,0.6422109542299621,0.19629140346666954,0.6738899603136175,0.33998255741932926,0.5316831636428208,0.7306658448548528,0.6052065919086103,0.7964383115678757
38,0.3496891387974039,0.30155662384700876,0.4346874097225961,0.07859230039156365,0.375801772061224,0.04503643193878557,0.6808280321155102,0.18557656613873436,0.4827875125093409,0.081968562003494
39,0.6279965403086974,0.9912200480095478,0.7393399271475122,0.9805826213901978,0.7380217311037478,0.18163261805749562,0.4422954805508144,0.6212487319958444,0.5204842517325343,0.8499244693457308
40,0.6454792894908475,0.9395276162264805,0.5008697006881317,0.12289394919876878,0.0015607664727734782,0.11180478183921455,0.5806010929157113,0.44979540899012416,0.6843201759738788,0.21248472161703796
41,0.607725736865329,0.12538119071015974,0.5246723647450718,0.20092418284577548,0.8702359086458029,0.07743197582526375,0.5521264170602962,0.6108730237114546,0.34615020414914527,0.3506930751010082
42,0.3796828525449087,0.41493300509933323,0.2139817250761407,0.8100393340579218,0.23798614553944236,0.6388638326952065,0.6604638519473405,0.5754851199197676,0.4973817571393057,0.8599250599926336
43,0.5490496038229447,0.6487514025708726,0.6210270400135525,0.2468487700669886,0.592645962855556,0.11450978999650935,0.34762063804985827,0.02572155153749263,0.5597617476946686,0.8376497520213231
44,0.5272624323709894,0.7334238345202351,0.4522154416632691,0.22237645099884726,0.5795517151016784,0.029617463582438913,0.0,0.34352877068539395,0.44533506301948705,0.5148778294064861
45,0.5465076571481454,0.36618128454752935,0.5874603971149616,0.6726001098200579,0.7142351833507447,0.024708860018086233,0.455201139140851,0.4575325450592891,0.6383159614665657,0.08160888840560698
