,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Target
0,54.57075619631647,30.683383987284017,73.85724826679093,34.46360979747954,-0.9970912329070127,5.708019635570368,436.24195568942577,6.438558753134113,37.0436792483248,-2.726609564336896,502.0064781494227
1,34.40023840639257,43.16502081012526,81.27437751846142,85.2969147302715,-1.2390227813082875,78.90230110744542,328.44683808564105,1.8931532577903822,15.857469693500539,-2.9426696039897005,190.57292048611268
2,61.25676793709686,55.4298135279598,100.32984139953601,48.929734233945766,-0.2976294200631005,13.699699935636039,427.3305139051066,8.142972347641642,22.23660690123586,-1.6544944943601383,639.0901830292245
3,64.1084707458682,55.254793977297986,107.07855648761773,30.87023514446134,0.7094991234582252,12.948321804749337,370.23958623608314,8.684036209153088,16.674755177852127,4.076733655109315,680.857199053262
4,20.734472170192454,4.186152540683807,84.37489884501319,23.631260776356704,0.4447858668440133,8.482274024165644,409.5499337465728,9.226836964939354,15.808623134111983,-2.758592294251976,519.1004813692106
5,30.467307397065227,43.948176657889235,101.9241095812989,11.512113576435041,2.2070820654636734,34.414850196403094,393.50903409892555,9.458384827206038,14.664320351374593,4.267015862808872,681.7967348430166
6,51.91760604750928,21.381815479223086,115.19848834348599,39.199411765467794,,0.7651791005004744,596.295148309729,1.9702951222603624,28.083785735369823,0.49658360619945086,377.0421952749489
7,45.256361114846264,91.66950780853497,149.0362955940912,18.80491793808657,-0.32744121675063403,3.3499001488648705,495.14705226549444,8.939550591605128,18.354738021121513,0.1703628258556078,775.3499806685327
8,49.74798263743567,97.6579990123334,96.84389051413048,12.160959653533006,-1.1333421031098903,4.2484333501252305,607.5452803141893,9.508240172551753,23.726121879001564,1.737807920637307,794.5853247040045
9,37.2043410863963,29.96468963520691,98.96756711648594,18.238376474866634,1.1804373778973447,6.973994325952935,504.0481484170396,7.217147755172403,29.459580700719616,3.056768430534392,559.9731871547579
10,63.19096962294243,17.518539725105875,138.18630864948776,35.481721311392505,-0.006061229208251097,42.52700542419811,592.8589922964218,2.654662023351319,27.316725823132256,4.576360566437833,441.2452031944677
11,61.66687903143422,21.95041509483431,86.27085354254761,70.06909611506308,-1.5061397682327318,16.331883798556355,469.7854896562724,4.6075390406638785,27.069599558381544,-4.973103822144383,392.26399456234986
12,50.99046046341824,47.77522553529538,66.89117418094548,15.358900093482104,0.02226060291526958,35.30331554765445,659.4552030542326,1.8109922030975156,31.069106793508002,-1.0186862191819444,358.33342085601294
13,66.90861810452049,87.45055991131784,106.25622439147406,64.29391390052658,-0.9957381111270069,43.87808872299758,547.0968178782731,1.0382180093164965,33.04714973217343,-3.2096925689573963,435.2149776927453
14,57.012640133780685,50.00362149376396,126.90437562719788,59.64340230409971,-0.4256375103498155,5.687377400844338,422.01788790334564,9.280558760342167,18.741323933115254,-3.4824998628370674,718.2161658234082
15,37.110613056751426,5.539206171529765,109.02617837999213,80.55921643734303,0.006191976442666506,10.33668325468543,561.9149601908667,9.751045686144117,27.416013671047295,-3.5297440325739338,614.4941926727864
16,55.53126176123748,3.988560271314401,97.57460856131885,24.718960677764727,-0.9051780483349907,22.788297573011445,502.70983959085055,9.273636014015137,23.63891714056623,2.0977682891169627,673.1730734209523
17,35.616760987565016,22.739094562284855,63.790165671629026,73.54141645431793,-0.48762416895635646,23.365402142771448,479.74923178708855,3.285663247030659,24.266623990182936,-4.488590993991482,208.16349542652912
18,63.17675451960909,84.27712776094289,98.54076886829067,79.18921736384603,-0.744119834113319,0.5071005939383173,509.602128384812,6.589998374498958,17.44262460236395,3.367247192920212,527.1124633501316
19,49.251111335206204,62.1480557535144,130.82887315790842,88.11873053213895,-0.7172891963202355,8.707906628741556,575.1249734115326,5.497278625353788,22.34025832049957,2.525670676542198,471.9403949437935
20,47.22706454682109,56.29578537862915,69.14707296151946,74.68394864153265,-1.0080205171315602,5.504402192936517,288.24874163355685,5.4644281442296805,22.88627444859159,-0.9072964057778687,351.8465453246238
21,39.786056833940876,31.89695925826421,93.88132065491821,19.90145606553469,-0.4827645646031226,2.2568963183980246,464.90595522727466,4.855004397379056,32.15126955047504,-0.7454030194848391,423.26500624045264
22,68.33812008011046,92.94254050461873,90.31288169604098,85.77032081307446,-0.8946984417739533,17.984433008261963,568.2670714597564,9.470624100569967,19.223482621707298,1.7836241212307176,710.6879697073033
23,47.682057768967965,33.117824496213245,82.55738573405637,75.19936422430271,0.5865841159758453,5.070373163117999,524.8227265023053,8.118004562491414,13.072725281697625,-4.892287835891548,529.7236592505545
24,43.57508266755339,83.49444126529467,106.19807511297515,26.986014756374157,0.20080005353029065,18.89978232850305,387.3619010598713,8.621817106625059,24.96949783936505,-1.1286609505408238,666.564450015546
25,44.717996742676554,89.59035179758841,111.08263103140018,23.215792043703615,1.1947152249907882,15.792694363271856,263.2237629491118,1.3114960788962615,18.71617202945633,-3.198638928908565,404.24236996823475
26,57.98463778330023,48.33350132161367,110.82067261983592,84.9131320320305,1.8867033904376027,8.21158449235271,670.0926666795821,4.707551504060961,24.30211752045539,-3.192216736592929,430.66139383607424
27,55.481660965461174,89.42892694807426,75.57975590962188,22.455890088470277,0.6773250139217691,6.614491653881601,481.29179506237057,6.381804385475386,28.303778544225317,0.5059015078451647,569.279196456812
28,56.190989173939826,27.68032873910471,58.85040764165793,72.16827083272693,0.4495870246333079,1.9746257946698211,651.4049508749041,6.928493594817419,24.500922069480872,-2.540713643091441,460.96612802316736
29,56.46231504511824,65.84334261832758,106.55971091326822,42.42074034105266,0.7403372722948937,0.8844774077576971,579.4962749822714,9.05391794877298,22.843775119754557,-1.2481621924412476,696.4206847671235
30,82.12471401305692,8.796374852438626,87.3520239629337,67.9044212394207,0.4665888170021589,10.49627147271444,420.638644344314,2.5030262885472263,24.21719548934631,2.1731577073721517,391.3269046959117
31,43.90377475423077,47.39342140923939,145.95780949216964,17.3481104133319,0.0501993454265921,8.870403975228152,249.85662109163385,1.8103304230009263,29.236996145246447,1.206721021550762,468.68424383359843
32,42.31635906392694,,147.11274240037366,68.00466301907754,-0.029325806347398616,10.383241103240692,453.7850575805551,9.038789778238263,19.226665565001717,-1.6997723310769928,654.598372665513
33,37.79340907628183,6.276327793060288,149.76724485990098,50.952910185526434,-1.0216699640620317,14.683902512052986,496.2757633497781,5.559573176334904,28.64240956939243,-4.503973086679758,461.88890386298414
34,59.23969133863243,0.37255080776207317,76.49722747413217,82.03027082710781,0.8389195543048392,14.692963594450779,545.0660021577603,5.852940068148721,19.977795138630274,-4.733337337180514,389.82982621036643
35,66.93458439081337,32.47521164408084,114.23422716855234,25.071873379516518,-0.03129480985833017,35.35410866474903,388.91213933541246,9.01000592812497,28.010352505149598,-0.12453895731914777,744.8442167578294
36,48.290788135176875,58.95305945367628,121.7738129312871,18.74848623800012,1.4495189742906422,37.801160123935375,517.8006583052689,7.748289750761142,17.284549430558243,-0.7846895808223975,672.9053092226458
37,37.39765284556208,45.52303476511573,118.95885583861005,25.697623878789262,0.9151359035853165,21.042357854836425,517.7641907579822,7.576790403089919,27.71255182578902,2.9644596849124607,614.6852530845115
38,37.6327817646314,30.17692985194961,91.14005139515353,16.2860293799504,-0.6259516222759774,2.789269961905345,598.5953166261628,2.6742561507622287,24.490642751600095,-4.179749113076072,358.3418398831889
39,59.75889181737052,99.12000307762511,131.97912257413316,88.4120432689395,1.2466910468987549,11.242685605191898,469.3192986402352,6.592692633187788,25.482771321481046,3.4992846781331473,623.7366856893856
40,61.14881256805163,93.95250399796778,100.01187465916307,19.82853007290233,-2.5607419565035765,6.921307828864545,544.2759396284558,5.050641043600926,29.79471725002124,-2.8746767900571193,557.0022974701984
41,58.14731402457792,12.565330683749687,103.20265312338599,26.068075647575508,1.9302257449578126,4.79410629917128,528.8436949143431,6.4993734885218135,20.89452860143036,-1.4926877897982438,535.9099241957177
42,40.01735439066958,41.510742666849474,61.55416370557141,74.77485978211114,-1.3384452777496652,39.53897712140073,587.5586673117612,6.181094598749014,24.874744065177666,3.599283744193322,362.53479316359454
43,53.482419846000795,64.88469339936108,116.11912423932472,29.740351656142927,0.4951121791708695,7.0887104403270715,418.00895729821116,1.236519774191378,26.516503328557185,3.3765459008016734,451.5308080276241
44,51.750287137110924,73.34907975299367,93.48970716068973,27.783467215243025,0.427416166147528,1.8350489692811032,192.9144011911402,4.0948786492354685,23.504943566031127,0.14904745080494575,433.9337471674896
45,53.28032895093519,36.63721549094904,111.61947155251313,63.78478243261475,1.12371686184175,1.5312742641694248,476.31369894770563,5.120228863569324,28.583946862763035,-4.183345603038027,462.99841801397724
46,63.07143166922285,74.62818127353476,105.87784249511546,41.901218435186316,-0.32869680730441203,13.290713676928743,476.9033790883234,5.501997294666576,26.64910560462192,0.9047757883155629,532.5253577115443
47,53.35393323162023,12.415001291067828,104.52341441659428,76.83833230402499,-2.1455184718620557,91.15584709082442,384.2481136117874,1.8952234267939,22.100356945126205,2.617437824301386,260.6797509943322
48,60.183703446078425,33.18126252577047,98.8571606883329,61.06154765300769,-0.3272879113805561,1.4186710678041183,349.1939290362187,9.086850112264637,31.303659128644046,-2.376882063844655,661.8648572558975
49,51.01368604233337,71.6433175755905,119.66499336651135,33.057177366758154,-0.21916230249965762,33.71772446755611,442.52990448415744,4.008841234345583,27.80948062118224,-3.1693822766373927,470.6009716540457
50,54.33679098034976,62.56827902603751,95.02768657787335,57.833862049575714,-2.0491920166173037,31.48098243052315,488.51227620884197,5.404797778723935,20.787163167268314,-0.029579608690616155,433.0723308129199
51,59.46932338757811,83.7210214861655,63.620064513675416,79.31692972383141,0.04537160896073783,6.329005646570969,509.54278873178527,6.973546729030231,20.737022710147563,2.4930582529496847,506.6725291705096
52,28.142662702165005,4.6857022667155075,114.22389015934834,39.15863684419695,-1.0758514886645454,7.160907162990963,271.46944637033045,7.471734724753759,23.90243682940002,0.04888979127993309,479.4704561732265
53,45.204931754640484,17.439171782304854,79.77486187720903,68.91765772193867,0.6490851030934534,43.10771719818122,324.6460018194797,4.402247640156175,27.237391078497478,-2.6053469608700732,337.35686559763496
54,42.944410185608064,4.849458227196646,66.8934539329465,43.2666384301723,-0.246079735826514,18.70028227961814,612.9555520597243,2.162015436673537,13.93279752623954,3.689164099413837,238.2852323182525
55,40.41683227634987,19.211422424921132,74.44391664643504,53.445871822279976,1.9610948855197334,100.98840041839154,481.03918564708016,2.8658590230990444,20.99745325778038,3.7200678858860066,284.77581864093025
56,45.872866231599744,0.4282810632935008,107.08330948392302,68.69600222385895,-0.256178656840482,29.251301086191507,499.75663649264766,2.4854667169566222,22.112610102025027,1.5833169552772652,292.900075521949
57,72.42411966851594,50.42103016788663,97.58702992262874,14.84218970478751,0.4303912663411953,61.2598569077299,366.67433703345984,3.1972402406765585,17.81172905130645,-4.257102227830391,497.38019383031036
